g45µ|sba|pf|so3|mgo|sio2|fe2o3|caot|al2o3|na2o|k2o|r2_iram1622
-0.3587290523653307|-0.6465587808686549|1.1573526628711994|-0.3102805151549646|-0.9064128912161726|-1.0950110396626105|-0.7022801430700724|0.3145480895808051|-0.3301102200757423|-1.092387425087482|-0.036900123473081|29.2
-0.5862667077648201|-0.2952524686297622|0.1206685552084389|1.0070252758193758|-0.2752501532041773|-0.776520288548938|-0.2685442996642475|1.020923732403772|-0.9865647675935189|-0.8979556133995121|-0.2658972255062261|32.9
-1.003419075997217|-0.1948792365615071|-1.0185447499154732|0.5365589218999665|0.0690204311660022|1.0741692111656589|-1.5426433396688577|-0.8627446484574635|1.8238812639669624|0.8519306917922146|0.3702058356969546|31.4
0.1342692010002288|1.611838940667084|-1.0982896812741472|0.0660925679805612|0.8149400306347242|0.9880906297835832|1.3037481326818663|-0.6477607571635177|0.5725147827612016|1.0463625034801844|0.1412087336638098|29.5
0.1911536148501016|-1.1986115572440577|-0.4717223634559955|0.5365589218999665|0.1837772926227288|-0.346127381638567|-1.4342093788174013|1.2870942644819878|-0.4737096523452557|-0.8979556133995121|-0.0114560010249537|32.8
-0.7569199493144368|0.0560538436091305|-0.6767807583782994|0.2542791095483241|0.1263988618943655|1.0913849274420733|1.845917936939148|-0.8627446484574635|0.0596596675129384|0.2686352567283057|0.1666528561119371|32.1
0.0584233158670665|0.4073601558480232|1.100391997615004|-0.592560327506611|-1.1359266141296251|-0.0190287723866829|-1.02758202562444|1.256382280011423|0.0596596675129384|0.6574988801042448|-0.4948943275393712|29.1
0.1342692010002288|1.511465708598829|1.3168425255885472|1.1011185466032551|-0.2752501532041773|-1.2843839187031754|-0.8378225941343921|1.4816034994622214|-0.9865647675935189|-1.092387425087482|-0.3931178377468625|33.0
2.1062622144624688|0.5579200039504059|0.4510404136943736|0.63065219268385|-0.1604932917474508|-0.9314617350366712|1.3579651131075934|1.512315483932786|-1.991760793480114|-0.8979556133995121|-0.2658972255062261|28.2
-0.3587290523653307|0.8590397001551711|-1.1324660804278646|-0.8748401398582533|0.7575615999063608|0.8331491832958501|1.3850736033204591|-0.8320326639868988|-0.0223971509267837|0.2686352567283057|-0.0623442459212083|32.5
0.3238839138331367|0.3571735398138957|-1.212211011786538|0.2542791095483241|0.4132910155361812|0.6523841623934935|-1.271558437540217|-0.6989473979477946|1.5366823994279355|0.8519306917922146|0.0903204887675552|32.4
-0.5862667077648201|0.5077333879162783|-0.8476627541468864|-0.4043737859388481|0.6428047384496344|0.6351684461170791|0.8700122892760416|-0.6477607571635177|-0.3711386292956025|0.2686352567283057|0.2938734683525734|34.0
-0.2070372820990044|0.0560538436091305|1.0320391993075693|-0.1220939735872016|0.355912584807818|0.6609920205317024|-0.7836056137086652|4.143308820244399|-0.2070249924161581|0.2686352567283057|0.7518676724188637|33.6
-0.0174225692660965|0.2568003077456406|0.0181393577472869|-0.0280007028033223|0.5854263077212711|0.2133833973449169|0.8157953088503147|-0.6989473979477946|-0.7814227214942134|0.2686352567283057|0.1920969785600643|29.2
-0.0363840405493877|1.6620255567012114|-0.6084279600708646|-0.6866535982904904|0.8149400306347242|0.7728941763283979|0.734469838211722|-0.6579980853203701|0.3878869412718271|1.0463625034801844|0.2684293459044461|27.3
-0.4535364087817846|0.2568003077456406|-0.6312122261733429|-0.9689334106421368|0.7575615999063608|0.9794827716453776|0.5176019165088095|-0.7910833513594815|0.5725147827612016|0.2686352567283057|0.2429852234563188|29.7
-0.9844576047139264|-0.0443193884591245|-1.0527211490691906|-0.1220939735872016|0.0690204311660022|0.5318741484585923|-1.569751829881721|-1.3438990718296249|1.4341113763782836|0.8519306917922146|0.064876366319428|32.3
0.5514215692326262|0.8088530841210435|1.4307638561009386|-1.627586306129305|0.1263988618943655|0.1703441066538792|-1.1631244766887607|-0.4225395377127193|0.6340573965909936|1.0463625034801844|-0.1132324908174628|29.9
-0.0932684543992597|0.8088530841210435|1.2826661264348296|0.5365589218999665|-0.8490344604878094|-1.138050330353648|0.6260358773602657|0.6830919032275674|-1.04810738142331|-1.092387425087482|-0.469450205091244|34.4
0.1342692010002288|0.2568003077456406|-0.6312122261733429|0.3483723803322034|-0.1031148610190875|1.0827770693038643|-0.241435809451384|-1.1391525086925387|1.1058841026193948|1.0463625034801844|0.1157646112156825|30.1
0.7410362820655341|-0.4959989327662723|0.75862800607783|0.5365589218999665|-0.9064128912161726|-2.7993669510276797|-0.5396292017928869|1.9218086102069656|-0.4737096523452557|-1.092387425087482|-0.0623442459212083|33.8
-0.1311913969658412|2.364638181178997|-1.0299368829667124|-0.1220939735872016|0.355912584807818|1.099992785580282|1.2224226620432737|-0.6477607571635177|0.3673727366618952|1.0463625034801844|0.0394322438713007|31.6
-0.737958478031146|0.0560538436091305|-1.18942674568406|0.1601858387644406|-0.6195207375743563|0.5921291554260445|0.9242292697017708|-1.2824751028884953|1.208455125669047|1.0463625034801844|-0.0114560010249537|33.2
0.3618068563997182|0.106240459643258|0.9750785340513732|1.5715849005226603|-0.8490344604878094|-0.8798145862074247|-1.02758202562444|0.7035665595412797|-0.3916528339055335|-1.092387425087482|-0.0877883683693355|33.8
1.7459942600799443|-0.5963721648345274|-1.1552503465303428|0.1601858387644406|-0.217871722475814|0.7728941763283979|0.9242292697017708|-0.2075556464187734|1.4956539902080754|0.8519306917922146|-0.3422295928506079|30.6
-0.8138043631643092|0.106240459643258|-0.916015552454321|-0.2161872443710852|0.6428047384496344|0.6093448717024589|-1.2986669277530805|-0.7194220542614996|0.0801738721228685|0.4630670684162752|0.3193175908007006|33.1
0.5324600979493358|1.5616523246329566|-0.9957604838129948|-0.4043737859388481|0.9296968920914508|1.03973777861283|1.2224226620432737|-0.944643273712298|0.6545716012009237|1.0463625034801844|0.1666528561119371|30.4
-0.1122299256825509|-0.1948792365615071|-0.8020942219419299|0.3483723803322034|0.7001831691779976|0.7298548856373602|-1.1089074962630323|-0.7603713668889168|1.7213102409173102|0.8519306917922146|0.2429852234563188|31.7
0.3428453851164279|-1.1986115572440577|1.0320391993075693|-0.3102805151549646|-1.0785481834012625|-1.4393253651909088|-0.1601103388127913|0.8264144974235313|-1.04810738142331|-1.092387425087482|-0.2404531030580989|33.2
0.3997297989662998|1.411092476530574|-0.4147616981997996|0.1601858387644406|0.9296968920914508|0.9106199065397168|1.1953141718304103|-1.2824751028884953|1.4546255809882136|1.0463625034801844|-0.2150089806099716|29.8
0.210115086133392|1.1099727803258086|-1.1438582134791038|-0.0280007028033223|0.4132910155361812|0.7212470274991545|1.9001349173648745|-0.3201662561441726|0.1827448951725207|0.8519306917922146|0.1412087336638098|31.7
0.3238839138331367|1.511465708598829|-1.4970143380675165|0.1601858387644406|0.9296968920914508|1.03973777861283|1.141097191404681|-1.4257976970844592|1.413597171768353|0.4630670684162752|0.2684293459044461|30.1
0.5893445117992078|-0.3956257006980172|-0.0616055736113866|0.1601858387644406|0.7001831691779976|1.29797352275905|1.141097191404681|0.8264144974235313|1.413597171768353|0.8519306917922146|0.1412087336638098|29.4
0.5514215692326262|0.3069869237797681|-0.3122325007386476|-0.780746869074374|0.9296968920914508|0.5490898647350068|0.5989273871474022|-0.4225395377127193|-0.5147380615651168|-0.3146601783356031|-0.0114560010249537|29.3
0.7979206959154059|0.8590397001551711|-0.3805852990460824|-0.1220939735872016|0.8149400306347242|1.0139142041982063|1.6561585054490986|-0.6170487726929529|1.4546255809882136|1.0463625034801844|0.2684293459044461|29.2
-0.4535364087817846|-0.3956257006980172|-1.360308741452647|0.2542791095483241|0.5854263077212711|0.5663055810114213|1.2495311522561372|0.1200388546005715|-0.5967948800048389|-0.509091990023573|-0.2150089806099716|28.4
0.2669994999832648|-0.6967453969027825|-0.7907020888906907|1.5715849005226603|-0.1604932917474508|-0.4322059630206394|1.4663990739590496|1.256382280011423|-1.068621586033241|-0.8979556133995121|-0.3167854704024807|31.2
0.1721921435668104|0.7084798520527884|-0.528683028712191|0.1601858387644406|0.8149400306347242|1.2032870832387688|0.9513377599146344|-1.0777285397514094|0.3468585320519651|0.4630670684162752|0.3956499581450819|28.3
0.5514215692326262|-0.0443193884591245|-0.3122325007386476|-1.0630266814260163|0.5280478769929078|0.2908541205887835|0.734469838211722|-0.453251522183284|-0.7814227214942134|0.2686352567283057|0.0394322438713007|27.4
-0.5862667077648201|1.160159396359936|-0.8362706210956473|-0.0280007028033223|0.8149400306347242|-0.0706759212159294|-0.241435809451384|-1.0163045708102798|1.413597171768353|1.2407943151681535|-0.2658972255062261|31.6
